,avidity,ligand,IgID,NK_activity,NK_Lbnd,MO_activity,MO_Lbnd,DC_activity,DC_Lbnd
0,1,1e-09,0,0.0,0.29991012693192953,0.0,30.210180513379818,0.0,30.210180513379818
1,1,1e-09,1,0.0,0.6995104426202147,0.0,124.73321680762574,0.0,124.73321680762574
2,1,1e-09,2,0.0,0.5996403157505853,0.0,40.26755448619322,0.0,40.26755448619322
3,1,1e-09,3,0.0,9.999999999000007e-08,0.0,19.60784443337178,0.0,19.60784443337178
4,1,1e-09,4,0.0,0.19996010795841224,0.0,63.078709476415945,0.0,63.078709476415945
5,1,1e-09,5,0.0,0.06999520032897742,0.0,0.6898322642504102,0.0,0.6898322642504102
6,1,1e-09,6,0.0,9.900990197039436,0.0,70.60251696038695,0.0,70.60251696038695
7,1,1e-09,7,0.0,0.19996010795841224,0.0,31.725695189953143,0.0,31.725695189953143
8,2,1e-09,0,1.9471230384474973e-10,0.5996404158251725,0.00011682483510325309,60.82424656293808,0.00011682483510325309,60.82424656293808
9,2,1e-09,1,4.5360300286729513e-10,1.398042940057283,16.06714995748269,238.99060953469476,16.06714995748269,238.99060953469476
10,2,1e-09,2,3.8895793329006927e-10,1.1985619258377755,0.515233631917893,80.68915487915825,0.515233631917893,80.68915487915825
11,2,1e-09,3,6.498198790796995e-17,2.0000000002498198e-07,0.48017455248047375,38.6831600947951,0.48017455248047375,38.6831600947951
12,2,1e-09,4,1.2986013191472828e-10,0.39984026394426253,4.616140282898651,121.91862190617542,4.616140282898651,121.91862190617542
13,2,1e-09,5,4.547472270389952e-11,0.13998060273308965,0.0005828226859178541,1.3796350885743913,0.0005828226859178541,1.3796350885743913
14,2,1e-09,6,6.245865874344103e-09,19.60784333548959,5.749406806723318,137.36109505006175,5.749406806723318,137.36109505006175
15,2,1e-09,7,1.2986013191472828e-10,0.39984026394426253,1.222409935847632,62.35665882288389,1.222409935847632,62.35665882288389
16,4,1e-09,0,1.1668739948891192e-09,1.198562126134689,0.000713639208225051,123.22850135704878,0.000713639208225051,123.22850135704878
17,4,1e-09,1,2.714024070526996e-09,2.792182291174846,74.02368568473167,432.94006080314574,74.02368568473167,432.94006080314574
18,4,1e-09,2,2.3281633612930384e-09,2.3942541913059356,2.92044692937406,161.77139992088652,2.92044692937406,161.77139992088652
19,4,1e-09,3,3.898919276296756e-16,4.0000000022989187e-07,2.6918271336588377,75.21524625485986,2.6918271336588377,75.21524625485986
20,4,1e-09,4,7.785380859469192e-10,0.7993609117287879,23.17948991857819,226.67113772408712,23.17948991857819,226.67113772408712
21,4,1e-09,5,2.727719655463696e-10,0.2799220219945683,0.0034949743077206177,2.759150879897371,0.0034949743077206177,2.759150879897371
22,4,1e-09,6,3.604770076473373e-08,38.46153886463476,29.410164747826745,258.52279696904776,29.410164747826745,258.52279696904776
23,4,1e-09,7,7.785380859469192e-10,0.7993609117287879,6.691639491909808,120.24261912728619,6.691639491909808,120.24261912728619
24,8,1e-09,0,5.4323820867351585e-09,2.3942545924821785,0.003444651962904803,252.44479945146597,0.003444651962904803,252.44479945146597
25,8,1e-09,1,1.2595012348674696e-08,5.5688154415964854,209.29671424095005,707.0946396773653,209.29671424095005,707.0946396773653
26,8,1e-09,2,1.0812922615936151e-08,4.777070866778823,11.997775320984895,323.51585231202307,11.997775320984895,323.51585231202307
27,8,1e-09,3,1.8194956639691435e-15,8.000000011794961e-07,10.94040939469898,141.83195090871013,10.94040939469898,141.83195090871013
28,8,1e-09,4,3.627376257268912e-09,1.597444890518798,76.52996575426221,390.4834639283453,76.52996575426221,390.4834639283453
29,8,1e-09,5,1.2722234949832e-09,0.5596873758932609,0.016291529427870915,5.5178123011247,0.016291529427870915,5.5178123011247
30,8,1e-09,6,1.5599242806019432e-07,74.07407489282753,100.14187396137172,454.75800680360624,100.14187396137172,454.75800680360624
31,8,1e-09,7,3.627376257268912e-09,1.597444890518798,25.923801972491653,222.65992347191462,25.923801972491653,222.65992347191462
